"racename","driver","anycarproblem","confidentcarproblem"
"2011singapore","nrosberg",0,1
"2011singapore","mschumacher",0,1
"2011singapore","asutil",0,1
"2011singapore","nkarthikeyan",0,1
"2011japan","svettel",0,1
"2011japan","vpetrov",0,1
"2011japan","asutil",0,1
"2011japan","pdiresta",0,1
"2011japan","rbarrichello",0,1
"2011japan","pmaldonado",0,1
"2011japan","sbuemi",0,1
"2011japan","jalguersuari",0,1
"2011japan","sperez",0,1
"2011japan","hkovalainen",0,1
"2011japan","jtrulli",0,1
"2011japan","jbutton",0,1
"2011japan","jdambrosio",0,1
"2011japan","tglock",0,1
"2011japan","dricciardo",0,1
"2011japan","nrosberg",0,1
"2011japan","vliuzzi",0,1
"2011japan","lhamilton",0,1
"2011japan","fmassa",0,1
"2011japan","falonso",0,1
"2011japan","mwebber",0,1
"2011japan","kkobayashi",0,1
"2011japan","mschumacher",0,1
"2011japan","bsenna",0,1
"2011japan","nhulkenberg",0,1
"2011japan","kchandhok",0,1
"2011japan","nkarthikeyan",0,1
"2011korea","lhamilton",0,1
"2011korea","asutil",0,1
"2011korea","jalguersuari",0,1
"2011korea","mschumacher",0,1
"2011korea","sbuemi",0,1
"2011korea","kkobayashi",0,1
"2011korea","bsenna",0,1
"2011korea","pmaldonado",0,1
"2011korea","sperez",0,1
"2011korea","rbarrichello",0,1
"2011korea","hkovalainen",0,1
"2011korea","svettel",0,1
"2011korea","jtrulli",0,1
"2011korea","tglock",0,1
"2011korea","jdambrosio",0,1
"2011korea","vliuzzi",0,1
"2011korea","dricciardo",0,1
"2011korea","jbutton",0,1
"2011korea","mwebber",0,1
"2011korea","fmassa",0,1
"2011korea","falonso",0,1
"2011korea","nrosberg",0,1
"2011korea","vpetrov",0,1
"2011korea","pdiresta",0,1
"2011korea","kchandhok",0,1
"2011korea","nkarthikeyan",0,1
"2011korea","jvergne",0,1
"2011india","svettel",0,1
"2011india","jalguersuari",0,1
"2011india","mschumacher",0,1
"2011india","pdiresta",0,1
"2011india","pmaldonado",0,1
"2011india","bsenna",0,1
"2011india","rbarrichello",0,1
"2011india","vpetrov",0,1
"2011india","kkobayashi",0,1
"2011india","hkovalainen",0,1
"2011india","jtrulli",0,1
"2011india","mwebber",0,1
"2011india","sperez",0,1
"2011india","jdambrosio",0,1
"2011india","tglock",1,1
"2011india","dricciardo",1,1
"2011india","nkarthikeyan",0,1
"2011india","falonso",0,1
"2011india","jbutton",0,1
"2011india","lhamilton",0,1
"2011india","fmassa",0,1
"2011india","nrosberg",0,1
"2011india","asutil",0,1
"2011india","sbuemi",0,1
"2011india","kchandhok",0,1
"2011abudhabi","svettel",0,1
"2011abudhabi","pdiresta",0,1
"2011abudhabi","sperez",0,1
"2011abudhabi","vpetrov",0,1
"2011abudhabi","sbuemi",0,1
"2011abudhabi","bsenna",0,1
"2011abudhabi","jalguersuari",0,1
"2011abudhabi","kkobayashi",0,1
"2011abudhabi","hkovalainen",0,1
"2011abudhabi","jtrulli",0,1
"2011abudhabi","tglock",0,1
"2011abudhabi","lhamilton",0,1
"2011abudhabi","dricciardo",0,1
"2011abudhabi","jdambrosio",0,1
"2011abudhabi","vliuzzi",0,1
"2011abudhabi","pmaldonado",0,1
"2011abudhabi","rbarrichello",0,1
"2011abudhabi","jbutton",0,1
"2011abudhabi","mwebber",0,1
"2011abudhabi","falonso",0,1
"2011abudhabi","fmassa",0,1
"2011abudhabi","nrosberg",0,1
"2011abudhabi","mschumacher",0,1
"2011abudhabi","asutil",0,1
"2011abudhabi","jvergne",0,1
"2011abudhabi","rgrosjean",0,1
"2011abudhabi","rwickens",0,1
"2011brazil","svettel",0,1
"2011brazil","mschumacher",0,1
"2011brazil","pdiresta",0,1
"2011brazil","rbarrichello",0,1
"2011brazil","jalguersuari",0,1
"2011brazil","sbuemi",0,1
"2011brazil","vpetrov",0,1
"2011brazil","kkobayashi",0,1
"2011brazil","sperez",0,1
"2011brazil","pmaldonado",0,1
"2011brazil","hkovalainen",0,1
"2011brazil","mwebber",0,1
"2011brazil","jtrulli",0,1
"2011brazil","vliuzzi",0,1
"2011brazil","dricciardo",0,1
"2011brazil","jdambrosio",0,1
"2011brazil","tglock",0,1
"2011brazil","jbutton",0,1
"2011brazil","lhamilton",0,1
"2011brazil","falonso",0,1
"2011brazil","nrosberg",0,1
"2011brazil","fmassa",0,1
"2011brazil","asutil",0,1
"2011brazil","bsenna",0,1
"2011brazil","nhulkenberg",0,1
"2011brazil","lrazia",0,1
"2011brazil","jvergne",0,1
"2011brazil","rgrosjean",0,1
"2011brazil","jcharouz",0,1
"2012australia","lhamilton",0,1
"2012australia","dricciardo",0,1
"2012australia","jvergne",0,1
"2012australia","falonso",0,1
"2012australia","kkobayashi",0,1
"2012australia","bsenna",0,1
"2012australia","pdiresta",0,1
"2012australia","fmassa",0,1
"2012australia","kraikkonen",0,1
"2012australia","hkovalainen",0,1
"2012australia","vpetrov",0,1
"2012australia","jbutton",0,1
"2012australia","tglock",0,1
"2012australia","cpic",1,1
"2012australia","sperez",0,1
"2012australia","pdelarosa",0,1
"2012australia","nkarthikeyan",0,1
"2012australia","rgrosjean",0,1
"2012australia","mschumacher",0,1
"2012australia","mwebber",0,1
"2012australia","svettel",0,1
"2012australia","nrosberg",0,1
"2012australia","pmaldonado",0,1
"2012australia","nhulkenberg",0,1
"2012malaysia","lhamilton",0,1
"2012malaysia","kraikkonen",0,1
"2012malaysia","pmaldonado",0,1
"2012malaysia","fmassa",0,1
"2012malaysia","bsenna",0,1
"2012malaysia","pdiresta",0,1
"2012malaysia","dricciardo",0,1
"2012malaysia","nhulkenberg",0,1
"2012malaysia","kkobayashi",0,1
"2012malaysia","jvergne",0,1
"2012malaysia","vpetrov",0,1
"2012malaysia","jbutton",0,1
"2012malaysia","tglock",0,1
"2012malaysia","cpic",0,1
"2012malaysia","pdelarosa",0,1
"2012malaysia","nkarthikeyan",0,1
"2012malaysia","hkovalainen",0,1
"2012malaysia","mschumacher",0,1
"2012malaysia","mwebber",0,1
"2012malaysia","svettel",0,1
"2012malaysia","rgrosjean",0,1
"2012malaysia","nrosberg",0,1
"2012malaysia","falonso",0,1
"2012malaysia","sperez",0,1
"2012malaysia","vbottas",0,1
"2012china","nrosberg",0,1
"2012china","rgrosjean",0,1
"2012china","svettel",0,1
"2012china","fmassa",0,1
"2012china","pmaldonado",0,1
"2012china","bsenna",0,1
"2012china","pdiresta",0,1
"2012china","nhulkenberg",0,1
"2012china","dricciardo",0,1
"2012china","hkovalainen",0,1
"2012china","vpetrov",0,1
"2012china","mschumacher",0,1
"2012china","tglock",0,1
"2012china","cpic",0,1
"2012china","pdelarosa",0,1
"2012china","nkarthikeyan",0,1
"2012china","jvergne",0,1
"2012china","kkobayashi",0,1
"2012china","kraikkonen",0,1
"2012china","jbutton",0,1
"2012china","mwebber",0,1
"2012china","lhamilton",0,1
"2012china","sperez",0,1
"2012china","falonso",0,1
"2012china","vbottas",0,1
"2012china","jbianchi",0,1
"2012china","gvandergarde",0,1
"2012bahrain","svettel",0,1
"2012bahrain","pdiresta",0,1
"2012bahrain","kraikkonen",0,1
"2012bahrain","kkobayashi",0,1
"2012bahrain","nhulkenberg",0,1
"2012bahrain","fmassa",0,1
"2012bahrain","bsenna",0,1
"2012bahrain","hkovalainen",0,1
"2012bahrain","jvergne",0,1
"2012bahrain","vpetrov",0,1
"2012bahrain","cpic",0,1
"2012bahrain","lhamilton",0,1
"2012bahrain","pdelarosa",0,1
"2012bahrain","pmaldonado",0,1
"2012bahrain","mschumacher",0,1
"2012bahrain","tglock",0,1
"2012bahrain","nkarthikeyan",0,1
"2012bahrain","mwebber",0,1
"2012bahrain","jbutton",0,1
"2012bahrain","nrosberg",0,1
"2012bahrain","dricciardo",0,1
"2012bahrain","rgrosjean",0,1
"2012bahrain","sperez",0,1
"2012bahrain","falonso",0,1
"2012bahrain","vbottas",0,1
"2012spain","pmaldonado",0,1
"2012spain","jbutton",0,1
"2012spain","mwebber",0,1
"2012spain","pdiresta",0,1
"2012spain","nhulkenberg",0,1
"2012spain","jvergne",0,1
"2012spain","dricciardo",0,1
"2012spain","fmassa",0,1
"2012spain","bsenna",0,1
"2012spain","vpetrov",0,1
"2012spain","hkovalainen",0,1
"2012spain","falonso",0,1
"2012spain","cpic",0,1
"2012spain","tglock",0,1
"2012spain","pdelarosa",0,1
"2012spain","nkarthikeyan",0,1
"2012spain","lhamilton",0,1
"2012spain","rgrosjean",0,1
"2012spain","kraikkonen",0,1
"2012spain","sperez",0,1
"2012spain","nrosberg",0,1
"2012spain","svettel",0,1
"2012spain","mschumacher",0,1
"2012spain","kkobayashi",0,1
"2012spain","vbottas",0,1
"2012spain","jbianchi",0,1
"2012spain","arossi",0,1
"2012spain","dclos",0,1
"2012monaco","mwebber",0,1
"2012monaco","nhulkenberg",0,1
"2012monaco","kkobayashi",1,1
"2012monaco","jbutton",0,1
"2012monaco","bsenna",0,1
"2012monaco","pdiresta",0,1
"2012monaco","dricciardo",0,1
"2012monaco","jvergne",0,1
"2012monaco","hkovalainen",0,1
"2012monaco","vpetrov",0,1
"2012monaco","tglock",0,1
"2012monaco","nrosberg",0,1
"2012monaco","pdelarosa",0,1
"2012monaco","cpic",0,1
"2012monaco","nkarthikeyan",0,1
"2012monaco","sperez",0,1
"2012monaco","pmaldonado",0,1
"2012monaco","lhamilton",0,1
"2012monaco","rgrosjean",0,1
"2012monaco","falonso",0,1
"2012monaco","mschumacher",1,1
"2012monaco","fmassa",0,1
"2012monaco","kraikkonen",0,1
"2012monaco","svettel",0,1
"2012canada","svettel",0,1
"2012canada","jbutton",0,1
"2012canada","kkobayashi",0,1
"2012canada","kraikkonen",0,1
"2012canada","nhulkenberg",0,1
"2012canada","dricciardo",0,1
"2012canada","sperez",0,1
"2012canada","bsenna",0,1
"2012canada","hkovalainen",0,1
"2012canada","vpetrov",0,1
"2012canada","jvergne",0,1
"2012canada","lhamilton",0,1
"2012canada","pdelarosa",0,1
"2012canada","tglock",0,1
"2012canada","pmaldonado",0,1
"2012canada","cpic",0,1
"2012canada","nkarthikeyan",0,1
"2012canada","falonso",0,1
"2012canada","mwebber",0,1
"2012canada","nrosberg",0,1
"2012canada","fmassa",0,1
"2012canada","rgrosjean",0,1
"2012canada","pdiresta",0,1
"2012canada","mschumacher",0,1
"2012europe","svettel",0,1
"2012europe","pdiresta",0,1
"2012europe","falonso",0,1
"2012europe","mschumacher",0,1
"2012europe","fmassa",0,1
"2012europe","bsenna",0,1
"2012europe","sperez",0,1
"2012europe","hkovalainen",0,1
"2012europe","dricciardo",0,1
"2012europe","jvergne",0,1
"2012europe","mwebber",0,1
"2012europe","lhamilton",0,1
"2012europe","vpetrov",0,1
"2012europe","pdelarosa",0,1
"2012europe","nkarthikeyan",0,1
"2012europe","cpic",0,1
"2012europe","pmaldonado",0,1
"2012europe","rgrosjean",0,1
"2012europe","kraikkonen",0,1
"2012europe","nrosberg",0,1
"2012europe","kkobayashi",0,1
"2012europe","nhulkenberg",0,1
"2012europe","jbutton",0,1
"2012europe","tglock",0,1
"2012europe","vbottas",0,1
"2012europe","jbianchi",0,1
"2012greatbritain","falonso",0,1
"2012greatbritain","pdiresta",1,1
"2012greatbritain","nrosberg",0,1
"2012greatbritain","dricciardo",0,1
"2012greatbritain","bsenna",0,1
"2012greatbritain","nhulkenberg",0,1
"2012greatbritain","sperez",0,1
"2012greatbritain","jbutton",0,1
"2012greatbritain","kkobayashi",0,1
"2012greatbritain","vpetrov",0,1
"2012greatbritain","hkovalainen",0,1
"2012greatbritain","mwebber",0,1
"2012greatbritain","tglock",0,1
"2012greatbritain","pdelarosa",0,1
"2012greatbritain","nkarthikeyan",0,1
"2012greatbritain","jvergne",0,1
"2012greatbritain","cpic",0,1
"2012greatbritain","mschumacher",0,1
"2012greatbritain","svettel",0,1
"2012greatbritain","fmassa",0,1
"2012greatbritain","kraikkonen",0,1
"2012greatbritain","pmaldonado",0,1
"2012greatbritain","lhamilton",0,1
"2012greatbritain","rgrosjean",0,1
"2012greatbritain","vbottas",0,1
"2012greatbritain","jbianchi",0,1
"2012greatbritain","dclos",0,1
"2012germany","falonso",0,1
"2012germany","kraikkonen",0,1
"2012germany","dricciardo",0,1
"2012germany","kkobayashi",0,1
"2012germany","fmassa",0,1
"2012germany","bsenna",0,1
"2012germany","jvergne",0,1
"2012germany","hkovalainen",0,1
"2012germany","sperez",0,1
"2012germany","vpetrov",0,1
"2012germany","rgrosjean",0,1
"2012germany","svettel",0,1
"2012germany","cpic",0,1
"2012germany","nrosberg",0,1
"2012germany","tglock",0,1
"2012germany","pdelarosa",0,1
"2012germany","nkarthikeyan",0,1
"2012germany","mschumacher",0,1
"2012germany","nhulkenberg",0,1
"2012germany","pmaldonado",0,1
"2012germany","jbutton",0,1
"2012germany","lhamilton",0,1
"2012germany","mwebber",0,1
"2012germany","pdiresta",0,1
"2012germany","vbottas",0,1
"2012germany","jbianchi",0,1
"2012germany","dclos",0,1
"2012hungary","lhamilton",0,1
"2012hungary","nhulkenberg",0,1
"2012hungary","mwebber",0,1
"2012hungary","pdiresta",0,1
"2012hungary","nrosberg",0,1
"2012hungary","sperez",0,1
"2012hungary","kkobayashi",0,1
"2012hungary","jvergne",0,1
"2012hungary","mschumacher",0,1
"2012hungary","dricciardo",0,1
"2012hungary","hkovalainen",0,1
"2012hungary","rgrosjean",0,1
"2012hungary","vpetrov",0,1
"2012hungary","cpic",0,1
"2012hungary","tglock",0,1
"2012hungary","pdelarosa",0,1
"2012hungary","nkarthikeyan",0,1
"2012hungary","svettel",0,1
"2012hungary","jbutton",0,1
"2012hungary","kraikkonen",0,1
"2012hungary","falonso",0,1
"2012hungary","fmassa",0,1
"2012hungary","pmaldonado",0,1
"2012hungary","bsenna",0,1
"2012hungary","vbottas",0,1
"2012hungary","jbianchi",0,1
"2012hungary","dclos",0,1
"2012belgium","jbutton",0,1
"2012belgium","svettel",0,1
"2012belgium","nhulkenberg",0,1
"2012belgium","mwebber",0,1
"2012belgium","mschumacher",0,1
"2012belgium","fmassa",0,1
"2012belgium","jvergne",0,1
"2012belgium","dricciardo",0,1
"2012belgium","bsenna",0,1
"2012belgium","hkovalainen",0,1
"2012belgium","vpetrov",0,1
"2012belgium","kkobayashi",0,1
"2012belgium","tglock",0,1
"2012belgium","pdelarosa",0,1
"2012belgium","cpic",0,1
"2012belgium","nrosberg",0,1
"2012belgium","nkarthikeyan",0,1
"2012belgium","kraikkonen",0,1
"2012belgium","sperez",0,1
"2012belgium","falonso",0,1
"2012belgium","pmaldonado",0,1
"2012belgium","lhamilton",0,1
"2012belgium","rgrosjean",0,1
"2012belgium","pdiresta",0,1
"2012belgium","vbottas",0,1
"2012belgium","dclos",0,1
"2012italy","lhamilton",0,1
"2012italy","falonso",0,1
"2012italy","mwebber",0,1
"2012italy","sperez",0,1
"2012italy","bsenna",0,1
"2012italy","dricciardo",0,1
"2012italy","jdambrosio",0,1
"2012italy","jvergne",0,1
"2012italy","hkovalainen",0,1
"2012italy","vpetrov",0,1
"2012italy","tglock",0,1
"2012italy","jbutton",0,1
"2012italy","cpic",0,1
"2012italy","nkarthikeyan",0,1
"2012italy","pmaldonado",0,1
"2012italy","pdelarosa",0,1
"2012italy","nhulkenberg",0,1
"2012italy","fmassa",0,1
"2012italy","mschumacher",0,1
"2012italy","svettel",0,1
"2012italy","nrosberg",0,1
"2012italy","kraikkonen",0,1
"2012italy","kkobayashi",0,1
"2012italy","pdiresta",0,1
"2012italy","vbottas",0,1
"2012italy","jbianchi",0,1
"2012italy","mhua",0,1
"2012singapore","lhamilton",0,1
"2012singapore","nrosberg",0,1
"2012singapore","nhulkenberg",0,1
"2012singapore","kraikkonen",0,1
"2012singapore","fmassa",0,1
"2012singapore","sperez",0,1
"2012singapore","dricciardo",0,1
"2012singapore","jvergne",0,1
"2012singapore","kkobayashi",0,1
"2012singapore","vpetrov",0,1
"2012singapore","hkovalainen",0,1
"2012singapore","pmaldonado",0,1
"2012singapore","tglock",0,1
"2012singapore","cpic",0,1
"2012singapore","bsenna",0,1
"2012singapore","nkarthikeyan",0,1
"2012singapore","pdelarosa",0,1
"2012singapore","svettel",0,1
"2012singapore","jbutton",0,1
"2012singapore","falonso",0,1
"2012singapore","pdiresta",0,1
"2012singapore","mwebber",0,1
"2012singapore","rgrosjean",0,1
"2012singapore","mschumacher",0,1
"2012singapore","mhua",0,1
"2012japan","svettel",0,1
"2012japan","fmassa",0,1
"2012japan","pdiresta",0,1
"2012japan","pmaldonado",0,1
"2012japan","nrosberg",0,1
"2012japan","dricciardo",0,1
"2012japan","nhulkenberg",0,1
"2012japan","bsenna",0,1
"2012japan","hkovalainen",0,1
"2012japan","tglock",0,1
"2012japan","jvergne",0,1
"2012japan","mwebber",0,1
"2012japan","pdelarosa",0,1
"2012japan","cpic",0,1
"2012japan","vpetrov",0,1
"2012japan","mschumacher",0,1
"2012japan","nkarthikeyan",0,1
"2012japan","kkobayashi",0,1
"2012japan","rgrosjean",0,1
"2012japan","sperez",0,1
"2012japan","falonso",0,1
"2012japan","kraikkonen",0,1
"2012japan","jbutton",0,1
"2012japan","lhamilton",0,1
"2012japan","vbottas",0,1
"2012japan","gvandergarde",0,1
"2012korea","mwebber",0,1
"2012korea","mschumacher",0,1
"2012korea","jbutton",0,1
"2012korea","sperez",0,1
"2012korea","kkobayashi",0,1
"2012korea","pdiresta",0,1
"2012korea","pmaldonado",0,1
"2012korea","jvergne",0,1
"2012korea","bsenna",0,1
"2012korea","vpetrov",0,1
"2012korea","hkovalainen",0,1
"2012korea","svettel",0,1
"2012korea","tglock",0,1
"2012korea","dricciardo",0,1
"2012korea","pdelarosa",0,1
"2012korea","nkarthikeyan",0,1
"2012korea","cpic",0,1
"2012korea","lhamilton",1,1
"2012korea","falonso",0,1
"2012korea","kraikkonen",0,1
"2012korea","fmassa",0,1
"2012korea","rgrosjean",0,1
"2012korea","nhulkenberg",0,1
"2012korea","nrosberg",0,1
"2012korea","vbottas",0,1
"2012korea","jbianchi",0,1
"2012korea","gvandergarde",0,1
"2012korea","dclos",0,1
"2012india","svettel",0,1
"2012india","nrosberg",0,1
"2012india","rgrosjean",0,1
"2012india","nhulkenberg",0,1
"2012india","bsenna",0,1
"2012india","mschumacher",0,1
"2012india","dricciardo",0,1
"2012india","pdiresta",0,1
"2012india","kkobayashi",0,1
"2012india","jvergne",0,1
"2012india","vpetrov",0,1
"2012india","mwebber",0,1
"2012india","hkovalainen",0,1
"2012india","tglock",0,1
"2012india","pdelarosa",0,1
"2012india","nkarthikeyan",0,1
"2012india","cpic",0,1
"2012india","lhamilton",0,1
"2012india","jbutton",0,1
"2012india","falonso",0,1
"2012india","fmassa",0,1
"2012india","kraikkonen",0,1
"2012india","sperez",0,1
"2012india","pmaldonado",0,1
"2012india","vbottas",0,1
"2012india","gvandergarde",0,1
"2012india","egutierrez",0,1
"2012abudhabi","lhamilton",0,1
"2012abudhabi","nhulkenberg",0,1
"2012abudhabi","sperez",0,1
"2012abudhabi","pdiresta",0,1
"2012abudhabi","mschumacher",0,1
"2012abudhabi","bsenna",0,1
"2012abudhabi","kkobayashi",0,1
"2012abudhabi","dricciardo",0,1
"2012abudhabi","jvergne",0,1
"2012abudhabi","hkovalainen",0,1
"2012abudhabi","cpic",0,1
"2012abudhabi","mwebber",0,1
"2012abudhabi","vpetrov",0,1
"2012abudhabi","tglock",0,1
"2012abudhabi","pdelarosa",0,1
"2012abudhabi","nkarthikeyan",0,1
"2012abudhabi","svettel",0,1
"2012abudhabi","pmaldonado",0,1
"2012abudhabi","kraikkonen",0,1
"2012abudhabi","jbutton",0,1
"2012abudhabi","falonso",0,1
"2012abudhabi","nrosberg",0,1
"2012abudhabi","fmassa",0,1
"2012abudhabi","rgrosjean",0,1
"2012abudhabi","vbottas",0,1
"2012abudhabi","jbianchi",0,1
"2012abudhabi","gvandergarde",0,1
"2012abudhabi","mhua",0,1
"2012abudhabi","mchilton",0,1
"2012usa","svettel",0,1
"2012usa","bsenna",0,1
"2012usa","fmassa",0,1
"2012usa","jbutton",0,1
"2012usa","pdiresta",0,1
"2012usa","jvergne",0,1
"2012usa","sperez",0,1
"2012usa","kkobayashi",0,1
"2012usa","nrosberg",0,1
"2012usa","dricciardo",0,1
"2012usa","tglock",0,1
"2012usa","lhamilton",0,1
"2012usa","cpic",0,1
"2012usa","vpetrov",0,1
"2012usa","hkovalainen",0,1
"2012usa","pdelarosa",0,1
"2012usa","nkarthikeyan",0,1
"2012usa","mwebber",0,1
"2012usa","kraikkonen",0,1
"2012usa","mschumacher",0,1
"2012usa","nhulkenberg",0,1
"2012usa","falonso",0,1
"2012usa","rgrosjean",0,1
"2012usa","pmaldonado",0,1
"2012usa","mhua",0,1
"2012brazil","lhamilton",0,1
"2012brazil","pdiresta",0,1
"2012brazil","bsenna",0,1
"2012brazil","sperez",0,1
"2012brazil","mschumacher",0,1
"2012brazil","kkobayashi",0,1
"2012brazil","dricciardo",0,1
"2012brazil","pmaldonado",0,1
"2012brazil","jvergne",0,1
"2012brazil","rgrosjean",0,1
"2012brazil","vpetrov",0,1
"2012brazil","jbutton",0,1
"2012brazil","hkovalainen",0,1
"2012brazil","tglock",0,1
"2012brazil","cpic",0,1
"2012brazil","nkarthikeyan",0,1
"2012brazil","pdelarosa",0,1
"2012brazil","mwebber",0,1
"2012brazil","svettel",0,1
"2012brazil","fmassa",0,1
"2012brazil","nhulkenberg",0,1
"2012brazil","falonso",0,1
"2012brazil","kraikkonen",0,1
"2012brazil","nrosberg",0,1
"2012brazil","vbottas",0,1
"2012brazil","gvandergarde",0,1
"2013australia","svettel",0,1
"2013australia","jbutton",0,1
"2013australia","nhulkenberg",0,1
"2013australia","asutil",0,1
"2013australia","jvergne",0,1
"2013australia","dricciardo",0,1
"2013australia","sperez",0,1
"2013australia","vbottas",0,1
"2013australia","pmaldonado",0,1
"2013australia","egutierrez",0,1
"2013australia","jbianchi",0,1
"2013australia","mwebber",0,1
"2013australia","mchilton",0,1
"2013australia","gvandergarde",0,1
"2013australia","cpic",0,1
"2013australia","lhamilton",0,1
"2013australia","fmassa",0,1
"2013australia","falonso",0,1
"2013australia","nrosberg",0,1
"2013australia","kraikkonen",0,1
"2013australia","rgrosjean",0,1
"2013australia","pdiresta",0,1
"2013malaysia","svettel",0,1
"2013malaysia","kraikkonen",0,1
"2013malaysia","rgrosjean",0,1
"2013malaysia","nhulkenberg",0,1
"2013malaysia","dricciardo",0,1
"2013malaysia","egutierrez",0,1
"2013malaysia","pdiresta",0,1
"2013malaysia","pmaldonado",0,1
"2013malaysia","jvergne",0,1
"2013malaysia","vbottas",0,1
"2013malaysia","jbianchi",0,1
"2013malaysia","fmassa",0,1
"2013malaysia","cpic",0,1
"2013malaysia","mchilton",0,1
"2013malaysia","gvandergarde",0,1
"2013malaysia","falonso",0,1
"2013malaysia","lhamilton",0,1
"2013malaysia","mwebber",0,1
"2013malaysia","nrosberg",0,1
"2013malaysia","jbutton",0,1
"2013malaysia","asutil",0,1
"2013malaysia","sperez",0,1
"2013china","lhamilton",0,1
"2013china","nhulkenberg",0,1
"2013china","pdiresta",0,1
"2013china","sperez",0,1
"2013china","asutil",0,1
"2013china","pmaldonado",0,1
"2013china","jvergne",0,1
"2013china","vbottas",0,1
"2013china","egutierrez",0,1
"2013china","jbianchi",0,1
"2013china","mchilton",0,1
"2013china","kraikkonen",0,1
"2013china","cpic",0,1
"2013china","gvandergarde",0,1
"2013china","mwebber",0,1
"2013china","falonso",0,1
"2013china","nrosberg",0,1
"2013china","fmassa",0,1
"2013china","rgrosjean",0,1
"2013china","dricciardo",0,1
"2013china","jbutton",0,1
"2013china","svettel",0,1
"2013china","mhua",0,1
"2013bahrain","nrosberg",0,1
"2013bahrain","jbutton",0,1
"2013bahrain","rgrosjean",0,1
"2013bahrain","sperez",0,1
"2013bahrain","dricciardo",0,1
"2013bahrain","nhulkenberg",0,1
"2013bahrain","vbottas",0,1
"2013bahrain","jvergne",0,1
"2013bahrain","pmaldonado",0,1
"2013bahrain","cpic",0,1
"2013bahrain","jbianchi",0,1
"2013bahrain","svettel",0,1
"2013bahrain","gvandergarde",0,1
"2013bahrain","mchilton",0,1
"2013bahrain","egutierrez",0,1
"2013bahrain","falonso",0,1
"2013bahrain","fmassa",0,1
"2013bahrain","pdiresta",0,1
"2013bahrain","asutil",0,1
"2013bahrain","mwebber",0,1
"2013bahrain","kraikkonen",0,1
"2013bahrain","lhamilton",0,1
"2013bahrain","hkovalainen",0,1
"2013bahrain","rgonzalez",0,1
"2013spain","nrosberg",0,1
"2013spain","pdiresta",0,1
"2013spain","dricciardo",0,1
"2013spain","jvergne",0,1
"2013spain","asutil",0,1
"2013spain","jbutton",0,1
"2013spain","nhulkenberg",0,1
"2013spain","vbottas",0,1
"2013spain","pmaldonado",0,1
"2013spain","gvandergarde",0,1
"2013spain","egutierrez",0,1
"2013spain","lhamilton",0,1
"2013spain","jbianchi",0,1
"2013spain","mchilton",0,1
"2013spain","cpic",0,1
"2013spain","svettel",0,1
"2013spain","kraikkonen",0,1
"2013spain","falonso",0,1
"2013spain","rgrosjean",0,1
"2013spain","mwebber",0,1
"2013spain","sperez",0,1
"2013spain","fmassa",0,1
"2013spain","hkovalainen",0,1
"2013spain","rgonzalez",0,1
"2013monaco","nrosberg",0,1
"2013monaco","jvergne",0,1
"2013monaco","nhulkenberg",0,1
"2013monaco","dricciardo",0,1
"2013monaco","rgrosjean",0,1
"2013monaco","vbottas",0,1
"2013monaco","gvandergarde",1,1
"2013monaco","pmaldonado",0,1
"2013monaco","pdiresta",0,1
"2013monaco","cpic",0,1
"2013monaco","egutierrez",0,1
"2013monaco","lhamilton",0,1
"2013monaco","jbianchi",0,1
"2013monaco","fmassa",0,1
"2013monaco","mchilton",0,1
"2013monaco","svettel",0,1
"2013monaco","mwebber",0,1
"2013monaco","kraikkonen",0,1
"2013monaco","falonso",0,1
"2013monaco","sperez",1,1
"2013monaco","asutil",0,1
"2013monaco","jbutton",0,1
"2013canada","svettel",0,1
"2013canada","kraikkonen",0,1
"2013canada","dricciardo",0,1
"2013canada","sperez",0,1
"2013canada","pmaldonado",0,1
"2013canada","jbutton",0,1
"2013canada","egutierrez",0,1
"2013canada","fmassa",0,1
"2013canada","pdiresta",0,1
"2013canada","cpic",0,1
"2013canada","jbianchi",0,1
"2013canada","lhamilton",0,1
"2013canada","mchilton",0,1
"2013canada","gvandergarde",0,1
"2013canada","rgrosjean",0,1
"2013canada","vbottas",0,1
"2013canada","nrosberg",0,1
"2013canada","mwebber",0,1
"2013canada","falonso",0,1
"2013canada","jvergne",0,1
"2013canada","asutil",0,1
"2013canada","nhulkenberg",0,1
"2013canada","arossi",0,1
"2013greatbritain","lhamilton",0,1
"2013greatbritain","jbutton",0,1
"2013greatbritain","fmassa",0,1
"2013greatbritain","jvergne",0,1
"2013greatbritain","sperez",0,1
"2013greatbritain","nhulkenberg",0,1
"2013greatbritain","pmaldonado",0,1
"2013greatbritain","vbottas",0,1
"2013greatbritain","egutierrez",0,1
"2013greatbritain","cpic",0,1
"2013greatbritain","jbianchi",0,1
"2013greatbritain","nrosberg",0,1
"2013greatbritain","mchilton",0,1
"2013greatbritain","pdiresta",0,1
"2013greatbritain","gvandergarde",0,1
"2013greatbritain","svettel",0,1
"2013greatbritain","mwebber",0,1
"2013greatbritain","dricciardo",0,1
"2013greatbritain","asutil",0,1
"2013greatbritain","rgrosjean",0,1
"2013greatbritain","kraikkonen",0,1
"2013greatbritain","falonso",0,1
"2013germany","lhamilton",0,1
"2013germany","nhulkenberg",0,1
"2013germany","nrosberg",0,1
"2013germany","pdiresta",0,1
"2013germany","sperez",0,1
"2013germany","egutierrez",0,1
